123456ABCDER,DC2300,,,,,,
14,0,0,0,0,0,0,0
13,0,-6.046229556,-0.1360060412,146.0222419,174.6533783,85.82083638,5.116333306
3,1,127.03049012860433,233.2214028970548,188.20240796980107,167.0246884713423,-33.546951394755844,-114.4534442012432
3,1,123.15446867364594,232.648558604505,190.97616157743659,167.01153027187928,-33.54442806697469,-114.47411138708307
3,1,121.25098628771131,231.99707566347575,188.17130385472544,167.0185594372434,-33.54732854723637,-114.46817789299568
3,1,121.81853002680168,233.26152042092735,187.49681373853483,167.01958634572466,-33.54740335870495,-114.46780626346722
3,1,121.87434752119935,232.9952590843272,187.51928102654668,167.0193527793485,-33.54738624821749,-114.46783183548632
3,1,121.9191465953455,232.85110435260432,187.5518878546395,167.0191715508267,-33.54735585360284,-114.46789038797951
3,1,121.96383701107945,232.75571901268665,187.59456224713333,167.01899551631033,-33.547313963723276,-114.46797454157837
3,1,122.17306931478834,232.43509342276644,187.82074631582745,167.01818934907976,-33.547089212195736,-114.46842492719449
3,1,122.44631373248274,232.07137762754863,188.12764520750534,167.01716288543284,-33.54678817635845,-114.46900416201514
3,1,122.56130669558057,231.89628286561373,188.25218333030654,167.01673610976474,-33.54666880742231,-114.46922323476798
3,1,122.64847134314782,231.73173124028528,188.33991343233131,167.01640876010475,-33.546585889387636,-114.46937365415069
3,1,122.73798535913305,231.5295586301658,188.42305460643485,167.01606296353617,-33.5465072253936,-114.46952130537349
3,1,122.91695370738532,230.99650053672778,188.56228531799482,167.015305259362,-33.546367917039895,-114.46983896512886
3,1,122.97276924870013,230.73024337910704,188.58475608092567,167.01502747937133,-33.546340933831836,-114.46993952243497
3,1,123.26978237538765,230.43021772237225,188.59129809250618,167.0145713833175,-33.54624509608313,-114.46999115088583
3,1,123.21396628419194,230.6964753379029,188.5688282861477,167.01489810304312,-33.54628400504858,-114.46981025691512
3,1,123.03745210023696,231.1240490003745,188.41094124185983,167.01566405705108,-33.546451391222156,-114.46940048429481
3,1,122.91640047050173,231.552434440961,188.3309780355357,167.016189644553,-33.54653013584141,-114.46921197855801
3,1,122.85835861625105,231.70560738153398,188.28169347868507,167.016399192297,-33.54657155830433,-114.46915501156217
3,1,122.75640790205236,231.91419182764594,188.18245616710146,167.01674415399162,-33.546654819554114,-114.46905152012626
3,1,122.59241442766375,232.1463226923945,188.0011645655392,167.01729796486237,-33.54681600285236,-114.46881670660115
3,1,122.37067567952278,232.40467018437198,187.74439988552342,167.01808583378426,-33.54705857607339,-114.46839623964729
3,1,122.18013651697018,232.66673023981545,187.5321530218067,167.01879528786537,-33.54726476052319,-114.46800722898077
3,1,122.087131762924,232.84032595072188,187.43812322519608,167.01915146051593,-33.547355864875776,-114.46783204988004
3,1,122.05251958281553,232.9401568162435,187.41051118464844,167.01928738114532,-33.54738131211258,-114.4677857167187
3,1,122.03204448491194,233.0417540601037,187.4030918559453,167.01937093842096,-33.547385926225715,-114.46778272252818
3,1,122.02332796049885,233.15010827737885,187.41357605136716,167.01941095671242,-33.54737183921558,-114.46781945435748
3,1,122.02108588062771,233.5557420052544,187.49543588101906,167.01944560547855,-33.54727513925193,-114.46805152827584
3,1,121.96526717282853,233.82200408329044,187.47296919294234,167.01967386134731,-33.54729144383791,-114.46803480995466
3,1,122.10466178506127,234.24249990377854,187.40949369755356,167.01976811248608,-33.54722225991866,-114.46817712570959
3,1,122.16048150145431,233.97623686215928,187.4319599386306,167.01954044845837,-33.54720564810712,-114.46819319170999
3,1,122.19577220424438,233.53334271317982,187.3886297601995,167.0193869955562,-33.54726469077793,-114.46802783421504
3,1,122.19697253356003,233.03615476074305,187.2861262488688,167.0193623474395,-33.547388893054105,-114.46771807573991
3,1,122.21217397337747,232.92993108413475,187.28518210716246,167.01930137710087,-33.547393937315015,-114.46769692277745
3,1,122.24094071635724,232.83064370576278,187.30471238485282,167.01919094382328,-33.54737779957324,-114.46771972701897
3,1,122.28706180253835,232.73488768002431,187.3493162508827,167.0190180049106,-33.54733615041859,-114.4677936843542
3,1,122.52468082364487,232.3872056986998,187.6096380616617,167.01816297264764,-33.54709212729539,-114.46821521054709
3,1,122.7521665160845,232.15132793382222,187.87917403645142,167.01742607442145,-33.54685307829371,-114.46855083771077
3,1,122.897541050994,231.96042819752915,188.04300591652105,167.01702184510324,-33.546726828652076,-114.46863179788318
3,1,123.01443715887905,231.71929414998652,188.1563846671254,167.01672396343974,-33.54665449726482,-114.46859708697754
3,1,123.07319604165352,231.52158935943197,188.1973474161068,167.0165354231642,-33.54662939451817,-114.46858957669838
3,1,123.13878425206026,231.2180912373928,188.22571623805615,167.01621530560618,-33.54659825373604,-114.46869703758786
3,1,123.16651809496994,231.12648331169186,188.24540624563753,167.01608930509218,-33.54657745049473,-114.46875292852181
3,1,123.30045798928327,230.83171202833452,188.371431582958,167.01554690443234,-33.546452903183,-114.46901918564929
3,1,123.49927852285276,230.49937398070855,188.58053938211847,167.01471629472414,-33.54623365254246,-114.46952630769239
3,1,123.55509695352086,230.23311545967425,188.60300517866852,167.0142631842966,-33.546164937095206,-114.46990714226445
3,1,123.82018033036337,230.09719254982647,188.59917574548274,167.014216178418,-33.54614196075935,-114.46951092947282
3,1,123.7643560042311,230.3634528681286,188.57672172027668,167.0150153831423,-33.54628580466505,-114.4686099077288
3,1,123.65841378435807,230.55655026648225,188.4686660378191,167.01567353979559,-33.5464433825041,-114.46803132199406
3,1,123.48006653319003,230.80838201810855,188.27138704303636,167.01626376736868,-33.54661623308321,-114.4677849430027
3,1,123.32125625059109,231.06400386172737,188.10228005851343,167.0166725020581,-33.54673672889915,-114.46776200692095
3,1,123.26143811775388,231.21173213650061,188.04936205846977,167.0168727430582,-33.54677832939051,-114.46771882226251
3,1,123.16802439433502,231.62317421033407,188.00459313468238,167.01727108198315,-33.54681369065875,-114.46764511490353
3,1,123.1131293930455,231.79868563001557,187.96439188860506,167.01735070801996,-33.54681880591824,-114.46779054733462
3,1,123.06110293712288,231.91784345491152,187.91640532870395,167.01740181907712,-33.54683049263447,-114.46793538254589
3,1,122.96529315493325,232.0713384820103,187.81422201705664,167.01753406621742,-33.54687686670752,-114.46810431154294
3,1,122.85842865786441,232.18433525495092,187.68805662169436,167.01775956889685,-33.54696072575441,-114.46813688924887
3,1,122.75271767431138,232.2712229011161,187.55804008027724,167.01804340981124,-33.54706403257062,-114.4680582058588
3,1,122.64614039893587,232.3808838953628,187.4315806276782,167.01837052652,-33.54717194030619,-114.46792909063193
3,1,122.4115811266517,232.73399950586668,187.17668181131293,167.01917619229758,-33.54740060430925,-114.4675825411311
3,1,122.36606670331027,232.83908149003554,187.1348818153164,167.01934190616174,-33.54743760640784,-114.46752518091341
3,1,122.35192572395854,232.917266780971,187.1314369189543,167.0193946696445,-33.547437312206306,-114.46753710278297
3,1,122.34975550291027,233.04682756945857,187.15554264627116,167.01940455604566,-33.54740648987294,-114.46761824373911
3,1,122.36630953059651,233.3443959035584,187.241108133424,167.01934663082648,-33.54730474906568,-114.46786997925187
3,1,122.36584526001405,233.55239823382584,187.28404367524178,167.01935049180102,-33.54725122811687,-114.46801027314433
3,1,122.30348453131342,234.3271689889773,187.35896537159704,167.0196115653874,-33.54714692529361,-114.46831354646793
3,1,122.24766388986725,234.59343289022848,187.33649955711604,167.01984183094268,-33.54716466196793,-114.46829248807033
3,1,122.43059792299711,234.87842472954407,187.30567463463942,167.01976068230752,-33.54706537390552,-114.46849079425884
3,1,122.48641946867704,234.61216014231098,187.32814019915838,167.01952630737284,-33.54704609489248,-114.46851954316352
3,1,122.47570968985437,234.35965751532382,187.2602089852629,167.01955251298995,-33.54712298849363,-114.4683359451606
