0.00000000e+00, 0.00000000e+00, 6.15232611e+00
0.00000000e+00, -6.41834164e+00, 6.15232611e+00
0.00000000e+00, -6.41834164e+00, 5.04672348e-01
-1.61074266e-01, -4.79906797e+00, 5.00000000e-01
4.67076778e-01, -4.83739042e+00, 5.00000000e-01
1.09652090e+00, -4.87278318e+00, 5.00000000e-01
1.71143997e+00, -4.90573931e+00, 5.00000000e-01
2.29261303e+00, -4.90140009e+00, 5.00000000e-01
2.54035521e+00, -4.86946058e+00, 5.00000000e-01
2.78342247e+00, -4.81044674e+00, 5.00000000e-01
3.01530647e+00, -4.72299194e+00, 5.00000000e-01
3.23657680e+00, -4.60636473e+00, 5.00000000e-01
3.44049835e+00, -4.46383238e+00, 5.00000000e-01
3.62020063e+00, -4.30241251e+00, 5.00000000e-01
3.87838984e+00, -3.98975015e+00, 5.00000000e-01
4.09328938e+00, -3.62351584e+00, 5.00000000e-01
4.28131151e+00, -3.23325849e+00, 5.00000000e-01
4.50475931e+00, -2.58316374e+00, 5.00000000e-01
4.64406872e+00, -1.90003479e+00, 5.00000000e-01
4.72000551e+00, -1.20926881e+00, 5.00000000e-01
4.72010708e+00, -5.81797898e-01, 5.00000000e-01
4.66091156e+00, 4.46398482e-02, 5.00000000e-01
4.52301311e+00, 6.56836689e-01, 5.00000000e-01
4.37392521e+00, 1.10357225e+00, 5.00000000e-01
4.19229841e+00, 1.56135428e+00, 5.00000000e-01
3.99220037e+00, 2.02588320e+00, 5.00000000e-01
3.78460169e+00, 2.49307632e+00, 5.00000000e-01
3.78446865e+00, 2.49337554e+00, 5.00000000e-01
3.57876039e+00, 2.95715618e+00, 5.00000000e-01
3.36757088e+00, 3.40332985e+00, 5.00000000e-01
3.20078301e+00, 3.71344686e+00, 5.00000000e-01
3.02244902e+00, 4.00531816e+00, 5.00000000e-01
2.82492423e+00, 4.27102518e+00, 5.00000000e-01
2.64817381e+00, 4.46838951e+00, 5.00000000e-01
2.45835352e+00, 4.65212345e+00, 5.00000000e-01
2.25477314e+00, 4.81299257e+00, 5.00000000e-01
2.08988118e+00, 4.92026234e+00, 5.00000000e-01
1.91563392e+00, 5.01063061e+00, 5.00000000e-01
1.74033237e+00, 5.08302593e+00, 5.00000000e-01
1.26755011e+00, 5.21028757e+00, 5.00000000e-01
7.67510116e-01, 5.27362633e+00, 5.00000000e-01
2.59096384e-01, 5.30296373e+00, 5.00000000e-01
-4.53135878e-01, 5.27913570e+00, 5.00000000e-01
-1.17455983e+00, 5.20173502e+00, 5.00000000e-01
-1.88982010e+00, 5.07090807e+00, 5.00000000e-01
-2.16938066e+00, 4.99850988e+00, 5.00000000e-01
-2.44530129e+00, 4.91173935e+00, 5.00000000e-01
-2.70863628e+00, 4.80903959e+00, 5.00000000e-01
-2.96355748e+00, 4.68567276e+00, 5.00000000e-01
-3.20530391e+00, 4.54306364e+00, 5.00000000e-01
-3.42931032e+00, 4.38399220e+00, 5.00000000e-01
-3.74007058e+00, 4.11219454e+00, 5.00000000e-01
-4.02333975e+00, 3.80991840e+00, 5.00000000e-01
-4.26809978e+00, 3.48871565e+00, 5.00000000e-01
-4.40733862e+00, 3.24820042e+00, 5.00000000e-01
-4.50038862e+00, 3.00061464e+00, 5.00000000e-01
-4.55177546e+00, 2.74672723e+00, 5.00000000e-01
-4.56810522e+00, 2.01224589e+00, 5.00000000e-01
-4.52056885e+00, 1.22052109e+00, 5.00000000e-01
-4.52056837e+00, 1.22051215e+00, 5.00000000e-01
-4.47180939e+00, 4.08179164e-01, 5.00000000e-01
-4.41659594e+00, -3.98850113e-01, 5.00000000e-01
-4.34560013e+00, -1.18204713e+00, 5.00000000e-01
-4.21654844e+00, -1.91754222e+00, 5.00000000e-01
-4.04356527e+00, -2.48027992e+00, 5.00000000e-01
-3.80843782e+00, -3.01352501e+00, 5.00000000e-01
-3.49372244e+00, -3.48928595e+00, 5.00000000e-01
-3.19334412e+00, -3.82084560e+00, 5.00000000e-01
-2.85284567e+00, -4.11502314e+00, 5.00000000e-01
-2.47493958e+00, -4.34979010e+00, 5.00000000e-01
-2.13243771e+00, -4.50081444e+00, 5.00000000e-01
-1.76205945e+00, -4.61420918e+00, 5.00000000e-01
-1.37129557e+00, -4.69177866e+00, 5.00000000e-01
-7.78475583e-01, -4.75816822e+00, 5.00000000e-01
-1.61074266e-01, -4.79906797e+00, 5.00000000e-01
0.00000000e+00, -6.41834164e+00, 5.04672348e-01
0.00000000e+00, -6.41834164e+00, 6.15232611e+00
0.00000000e+00, 0.00000000e+00, 6.15232611e+00
